id,name,rating,posts,likes,comments,r_shares,r_comments,r_likes,r_commentLikes
533778116810392,Jérémy Bolduc,4,0,2,0,0,0,0,0
823856467747055,Carl Christian Kjelsmark,2,0,1,0,0,0,0,0
1708950922714502,Soukaina Aftis,2,0,1,0,0,0,0,0
10204510121027754,Jaspinder Kingra,2,0,1,0,0,0,0,0
1124582580926972,Mari Carmen Garcia,2,0,1,0,0,0,0,0
1746128408999994,Shenayaivon Dorand,2,0,1,0,0,0,0,0
1687194961513727,Drew Freiheit,8,0,4,0,0,0,0,0
1742382005976381,Max Taege,2,0,1,0,0,0,0,0
574951063025,Christopher Borchert,6,0,3,0,0,0,0,0
1021855841214297,Laïka Nadeau,2,0,1,0,0,0,0,0
1066052000117519,Lea Neuhold,2,0,1,0,0,0,0,0
10202834712228733,Antonina Pekić,4,0,2,0,0,0,0,0
637263576427719,Sala Chechen,2,0,1,0,0,0,0,0
972993676154160,Martin Gill,4,0,2,0,0,0,0,0
10207201998942262,Mido Hardy Ossama,2,0,1,0,0,0,0,0
1033298090093020,Joffrey Berton,2,0,1,0,0,0,0,0
1138107862876812,Adam Naufal,14,0,7,0,0,0,0,0
1720987971514741,Connor Robertson,5,0,1,1,0,0,0,0
1045152645579516,Jaron Levitt,2,0,1,0,0,0,0,0
10208437969097396,Ibrahim El Rez,2,0,1,0,0,0,0,0
10153458531616850,Pelle Tunell,8,0,4,0,0,0,0,0
1149853725038332,Jennifer Veghelyi,2,0,1,0,0,0,0,0
485997571590015,Andy Wilkinson,924,11,37,26,1,140,141,11
1749604671941912,Marcus Lauder,2,0,1,0,0,0,0,0
10205871691687145,Idan Vana,2,0,1,0,0,0,0,0
1050936341621134,Raju Salam,2,0,1,0,0,0,0,0
1674929629410655,Rebecca Plomin,2,0,1,0,0,0,0,0
10208425981633351,Pascal Friedli,2,0,1,0,0,0,0,0
1121566607875166,Ангараг Буджав,2,0,1,0,0,0,0,0
807556669377974,Sandip Das,2,0,1,0,0,0,0,0
517656858421071,Frédéric Dion,2,0,1,0,0,0,0,0
1057335767642987,Battushig Nyamsuren,2,0,1,0,0,0,0,0
780017385461540,Nathan E. Drew,2,0,1,0,0,0,0,0
585650771604157,Kevin Wrzesinski,5,0,1,1,0,0,0,0
541622122664002,Kerim Šišić,2,0,1,0,0,0,0,0
10207794313640843,Jay King,26,0,13,0,0,0,0,0
10207425136278840,Peter Zaagsma,4,0,2,0,0,0,0,0
1751922235039969,Rebecca Rose Burns,2,0,1,0,0,0,0,0
10205695831866364,Erick Ramírez,2,0,1,0,0,0,0,0
1004558599627606,Vikki Allan,4,0,2,0,0,0,0,0
10153632436818233,Scott Slack,2,0,1,0,0,0,0,0
10209141170511847,Arianna-Louise Lloyd,2,0,1,0,0,0,0,0
1014322601994748,Bradley Freeman,2,0,1,0,0,0,0,0
10153552686543715,Gene Holmes,2,0,1,0,0,0,0,0
10201545492956314,Noah Kai Evans-Wicks,2,0,1,0,0,0,0,0
10201806601484061,Myranda Hogg,2,0,1,0,0,0,0,0
10205420545212879,Erica Bechtold,2,0,1,0,0,0,0,0
949257398521918,Shaneo Unique Adams Eiao,2,0,1,0,0,0,0,0
10205680793034131,Linoy Gavriel,4,0,2,0,0,0,0,0
997496193674671,Natasha Alyena Gunther,6,0,3,0,0,0,0,0
1142255285826447,Tomaš Monkevič,2,0,1,0,0,0,0,0
1156404224390083,Edward Obloczynski,4,0,2,0,0,0,0,0
968581746529013,Rafal Šumskij,2,0,1,0,0,0,0,0
1673386906253454,Pam Wallace,2,0,1,0,0,0,0,0
10154132568612630,Thai Son Lam,2,0,1,0,0,0,0,0
799809590150382,이예규,4,0,2,0,0,0,0,0
979114262131382,Kristoffer Klose,29,0,6,5,0,0,0,2
975751749198456,Judicael Parfait,2,0,1,0,0,0,0,0
884934084986186,Avraam Demetriades,2,0,1,0,0,0,0,0
10206329523501399,James Zite,4,0,2,0,0,0,0,0
575020926005756,Marley Webster,8,0,4,0,0,0,0,0
10154099373780070,Jordan Whyte,4,0,2,0,0,0,0,0
1167244459954604,אוריאל כהן,2,0,1,0,0,0,0,0
10153508965579760,Jeremy Simms,2,0,1,0,0,0,0,0
1148684208499615,Enric Bouffard,4,0,2,0,0,0,0,0
10154222905123606,Mialy Ra,2,0,1,0,0,0,0,0
10153703409765617,Peter Parkour Chandler,4,0,2,0,0,0,0,0
10209523550835707,Kelly Suiter,2,0,1,0,0,0,0,0
489130434609350,Mikaele Mendonça,2,0,1,0,0,0,0,0
1364363496913515,Kayla Yacksyzn,6,0,3,0,0,0,0,0
970408586340201,Amir Moniri,2,0,1,0,0,0,0,0
1774445972799679,Arash Malek,2,0,1,0,0,0,0,0
1279830005380317,Olivier Dehouck,2,0,1,0,0,0,0,0
1750399831839064,Navid Nowshadi,2,0,1,0,0,0,0,0
1093411037381992,Nassir Ahmadi,2,0,1,0,0,0,0,0
991386034276522,Coby Lodewijckx,2,0,1,0,0,0,0,0
903384949774223,Farzin Enayati,2,0,1,0,0,0,0,0
10153937483982529,Jason Boisvert,2,0,1,0,0,0,0,0
1003088386414773,Hattman Vicomte,2,0,1,0,0,0,0,0
1333195266705926,Shamir Boy,6,0,3,0,0,0,0,0
1747195195494590,Pooriya Hoseini,2,0,1,0,0,0,0,0
1111510245567469,Alex Lademann,4,0,2,0,0,0,0,0
10204548837439733,Perris Aquino,2,0,1,0,0,0,0,0
1335118649836713,Andrew Weiner Charles,8,0,4,0,0,0,0,0
10206466888404594,Lily Frias Mtz,2,0,1,0,0,0,0,0
1015896171824097,Lauren Swearingen,4,0,2,0,0,0,0,0
10208995614744307,Trinity Lee Champoux,2,0,1,0,0,0,0,0
991648120913009,D.c. Collett,2,0,1,0,0,0,0,0
10154243099622859,Joe Tanaquin,4,0,2,0,0,0,0,0
1043576708999136,Joshua K Ng,2,0,1,0,0,0,0,0
1346415762051858,Tony Perlongo,2,0,1,0,0,0,0,0
1024013757640872,Brendan Swanson,2,0,1,0,0,0,0,0
935256766547687,Nazzy Nasir,2,0,1,0,0,0,0,0
10153656548543051,Jerevi Hermogino-Hughes,2,0,1,0,0,0,0,0
1174416195904092,Kelsey Dillon,2,0,1,0,0,0,0,0
1020639794663833,Kyle Lindvall,2,0,1,0,0,0,0,0
1038623709518805,Nathaniel Hernandez,2,0,1,0,0,0,0,0
10154286554760283,Grace Cuizon,2,0,1,0,0,0,0,0
1038893302860226,Adam Neal,4,0,2,0,0,0,0,0
563410057146667,Victoria Brennan,2,0,1,0,0,0,0,0
987290194659368,Ana Stipanovic,2,0,1,0,0,0,0,0
10204865021339008,Oliver Kornum,10,0,5,0,0,0,0,0
1045641252177311,Letisha Cauchi-Gribben,2,0,1,0,0,0,0,0
10206535231235819,Loic Bernard,2,0,1,0,0,0,0,0
1699788060289975,Bailey Ussher,2,0,1,0,0,0,0,0
584235661715293,Kaleb Fairbrother,2,0,1,0,0,0,0,0
10207600855398337,Trinity Smith,2,0,1,0,0,0,0,0
1713406448929481,Nick Stipanovich,2,0,1,0,0,0,0,0
1692765137664074,Ana Ceic,2,0,1,0,0,0,0,0
801057973354266,Лио Н.М.,6,0,3,0,0,0,0,0
10205601096975168,Betul Guler,2,0,1,0,0,0,0,0
1183709538329702,Bayley Mitchell Stemp,2,0,1,0,0,0,0,0
1638965756360168,Hollie Markwick,2,0,1,0,0,0,0,0
1656758531208036,Liam Gardner,2,0,1,0,0,0,0,0
1714122655492063,Tarron Grundy,4,0,2,0,0,0,0,0
1057324240997976,Tai Rangitutia,2,0,1,0,0,0,0,0
1084704008218421,Jake Andrews,2,0,1,0,0,0,0,0
995381497164617,Laied Dechsi,14,0,7,0,0,0,0,0
798040663673171,Courtney Lee,4,0,2,0,0,0,0,0
1235252869835052,Vineel Dutt,4,0,2,0,0,0,0,0
859025950890606,Corey Guthrie,4,0,2,0,0,0,0,0
10153877101829241,Brodie Ray,2,0,1,0,0,0,0,0
10207692194921136,Bonnie Dow,2,0,1,0,0,0,0,0
1063112427065543,Kaitlin Nicol,2,0,1,0,0,0,0,0
1133688496681632,Karyssa Prince,2,0,1,0,0,0,0,0
10153274209808804,Matthew Hayes,2,0,1,0,0,0,0,0
10153939965623267,Ryan Galbraith,2,0,1,0,0,0,0,0
568693103306347,Jacob King,4,0,2,0,0,0,0,0
504929372993428,Daniel Mello,2,0,1,0,0,0,0,0
525532997623648,Na Nis,6,0,3,0,0,0,0,0
794384237361713,Stephanie Zaim,2,0,1,0,0,0,0,0
10207771904915800,Philip Ramondt,2,0,1,0,0,0,0,0
1789240151296058,Niklas Koskinen,2,0,1,0,0,0,0,0
546728788816411,Lucas Paulo,2,0,1,0,0,0,0,0
1043158725725412,Molnárcsik Monika,2,0,1,0,0,0,0,0
823811597737021,Aleksi Luostarinen,2,0,1,0,0,0,0,0
1745025689051131,Jennifer Garcia,4,0,2,0,0,0,0,0
1073662195999196,Aiden Malacaria,2,0,1,0,0,0,0,0
791416307655122,Blake Final Table Kelly,2,0,1,0,0,0,0,0
967174916684337,Gabija Pihnce,2,0,1,0,0,0,0,0
918572774926479,Joseph Kaladze,2,0,1,0,0,0,0,0
1141578765873037,Jeffine Jijo,2,0,1,0,0,0,0,0
898786306864622,Maddy Barrett,4,0,2,0,0,0,0,0
937085816412555,Paige Tesoriero,2,0,1,0,0,0,0,0
1351139974900039,Lidia Marrocco,2,0,1,0,0,0,0,0
1028598197210871,Šárka Sabadinová,2,0,1,0,0,0,0,0
1101521453244012,Carly Grono,2,0,1,0,0,0,0,0
1090555681016685,Bailey Beattie,2,0,1,0,0,0,0,0
10208256664847301,Beatrice Rushton,4,0,2,0,0,0,0,0
551968551651595,Emily Biordi,2,0,1,0,0,0,0,0
10153534873291845,Engin Mete,2,0,1,0,0,0,0,0
10209905803788463,Chilan Jauhar,2,0,1,0,0,0,0,0
10153666726937199,Dalia Rashid,2,0,1,0,0,0,0,0
10208159288374117,Eli Andersson,2,0,1,0,0,0,0,0
10204415397245757,Leina Niklasson,2,0,1,0,0,0,0,0
1195013840530054,Daniel Bedi Flores,2,0,1,0,0,0,0,0
10153951272278788,Mahdi Sadegh,2,0,1,0,0,0,0,0
878896612220928,Jessica Sestitot,2,0,1,0,0,0,0,0
1089531174455657,Joel Johny,2,0,1,0,0,0,0,0
1240560515954405,Nikhil Noyel,2,0,1,0,0,0,0,0
1975230112701685,Zanskar Danish Mohammed,2,0,1,0,0,0,0,0
1667279783513844,Amit Kumar,2,0,1,0,0,0,0,0
1179238158761655,Herbert Anision,2,0,1,0,0,0,0,0
1054820934579542,Sahil Albert Ekka,2,0,1,0,0,0,0,0
10206578930664712,Aakarsh Garg,2,0,1,0,0,0,0,0
817749058357947,Angel Savchuk Hellstrom,4,0,2,0,0,0,0,0
1335071683186341,Vaibhav Benjamin Toppo,2,0,1,0,0,0,0,0
961506687220237,Akhil Alex,2,0,1,0,0,0,0,0
1059213780796622,Rohan Pereira,2,0,1,0,0,0,0,0
1279165528779519,Hemant Yadav,2,0,1,0,0,0,0,0
10205886675834167,Reynold Kerketta,2,0,1,0,0,0,0,0
1166075146759771,Alekshendra Sharma,2,0,1,0,0,0,0,0
1064489800277729,Philippa Eggers,2,0,1,0,0,0,0,0
1017152935039364,Tina Wild,2,0,1,0,0,0,0,0
10208420297259214,Gencer Gerekli,2,0,1,0,0,0,0,0
1203928392965323,Michael Neal,2,0,1,0,0,0,0,0
10208103407321401,Sarah King,2,0,1,0,0,0,0,0
1142726805784925,Belen Reyes,2,0,1,0,0,0,0,0
1023179461053739,Jacqueline von Schönheit,2,0,1,0,0,0,0,0
1060787487310916,Pablo Tieben,2,0,1,0,0,0,0,0
1178147072236069,Rashawn McTootle,4,0,2,0,0,0,0,0
1178349725527952,Ronald Agyepong,41,2,1,4,0,5,0,2
10209197514793867,Thibault Trébuchon,87,2,2,4,1,1,24,6
10208914074584639,Miguel Angel R,86,1,0,3,0,10,21,0
1714329158822872,Jay Garcia,3,0,0,1,0,0,0,0
494871714046058,Daniel Siege,64,0,25,3,0,0,0,5
10153473136587536,Nicola Rowe,2,0,1,0,0,0,0,0
1062170967155052,Jaidan Ryan Alleyne,4,0,2,0,0,0,0,0
1261467997213812,Kushy Dan,2,0,1,0,0,0,0,0
1120699854607780,Amber Girardi,18,0,9,0,0,0,0,0
845720492224361,Delano Mota,26,0,13,0,0,0,0,0
10209113402651490,Julie Fuchs,2,0,1,0,0,0,0,0
1279195358775359,Kali Ferris-Smith,2,0,1,0,0,0,0,0
1742549945989517,Ashleigh South,2,0,1,0,0,0,0,0
1331992570147931,Cynthia Stipanovic,2,0,1,0,0,0,0,0
10154105101749547,Nathanael Sanson,2,0,1,0,0,0,0,0
10153768846058591,Jodie Gillett,2,0,1,0,0,0,0,0
1080038448720893,Dylan Sterle,2,0,1,0,0,0,0,0
922541107799907,Aidan King,2,0,1,0,0,0,0,0
792582107544873,Josh Tesoriero,2,0,1,0,0,0,0,0
1203571259658830,Emily Wilson,2,0,1,0,0,0,0,0
992750820822066,Charlie Huang,8,0,4,0,0,0,0,0
914435398668954,Markus Heidemann,2,0,1,0,0,0,0,0
934116629997424,Janette Howard,2,0,1,0,0,0,0,0
869890153109874,Amy Moon,2,0,1,0,0,0,0,0
1763277263908280,Brandon Batros,2,0,1,0,0,0,0,0
490245114506659,Rhiannon McCooey,2,0,1,0,0,0,0,0
1084176138307475,Tristan Figg,2,0,1,0,0,0,0,0
1233963423296069,Noah Canderle,2,0,1,0,0,0,0,0
412077788996264,Wesley Fox,2,0,1,0,0,0,0,0
10209367369684178,Jenipher Dixon,2,0,1,0,0,0,0,0
1062468517152680,Alyssa Blaire Addison,2,0,1,0,0,0,0,0
10207413409027159,Tarell Kota Bullock,2,0,1,0,0,0,0,0
1152589888155738,Levi Thompson,2,0,1,0,0,0,0,0
597792687063794,Bruce Hovey,2,0,1,0,0,0,0,0
10104744032603112,Garrett Loco Robey,4,0,2,0,0,0,0,0
1145599198805594,Steve Beaver,2,0,1,0,0,0,0,0
1282073518473582,Luke Taylor,6,0,3,0,0,0,0,0
511123562432078,Brandon Sam,2,0,1,0,0,0,0,0
601762013310908,Jeanne Lamarre,2,0,1,0,0,0,0,0
1055360907842712,Alexandra Bolduc,2,0,1,0,0,0,0,0
577764242393580,Alex Duchesneau,2,0,1,0,0,0,0,0
1153824034651141,Billy Lemay,8,0,4,0,0,0,0,0
10154123941227028,Roxane Brais,2,0,1,0,0,0,0,0
10153593632298234,Francis Proteau,2,0,1,0,0,0,0,0
983041091784319,Carl Marcoux,2,0,1,0,0,0,0,0
956547124393079,Andres Mejia,2,0,1,0,0,0,0,0
1020074371417203,Chloé Daiiglee,2,0,1,0,0,0,0,0
1259392140745419,Kimberly Laflamme,2,0,1,0,0,0,0,0
539094462929951,Jean-François Goulet,2,0,1,0,0,0,0,0
1141022325908588,Raph Roussin,2,0,1,0,0,0,0,0
10205588892109415,Laurie Goulet,2,0,1,0,0,0,0,0
1735495066688026,Đại Lợi,6,0,3,0,0,0,0,0
10205517368248412,Kevin Thibault,2,0,1,0,0,0,0,0
1104598169603835,Sophie Côté,2,0,1,0,0,0,0,0
10154237488769497,Stéphane Morin,2,0,1,0,0,0,0,0
895146470577298,Nathan May,2,0,1,0,0,0,0,0
990997380954112,Hàmzàà Moufid,4,0,2,0,0,0,0,0
992904330786329,Simo Sabir,2,0,1,0,0,0,0,0
10208081573611351,Abdelali Boudraa,2,0,1,0,0,0,0,0
572258612940674,Marouane Essalhi,10,0,3,1,0,0,0,1
1737207416501483,Frankie Quinones Tbb,2,0,1,0,0,0,0,0
1719667924966300,Luke Crawford,13,1,0,0,0,0,4,0
933145456805928,Cezar Guedes Nsc,19,0,4,3,0,0,0,2
805572396256227,Serena Scalici,6,0,3,0,0,0,0,0
1065587336866566,Gabriele Pizzamiglio,8,0,4,0,0,0,0,0
1023379154401017,Gurbir Singh,8,0,4,0,0,0,0,0
1783582315211544,Angelo Giorgio Tantan,2,0,1,0,0,0,0,0
913436055360720,Ylenia de Cubellis,4,0,2,0,0,0,0,0
668964263244089,Colby Hawkins-Wells,2,0,1,0,0,0,0,0
1051202614919134,Jacek Wąsała,2,0,1,0,0,0,0,0
1087544637968714,Nezumi Mathias Shirako,2,0,1,0,0,0,0,0
1276330092395138,Michał Jakubic,2,0,1,0,0,0,0,0
10153807453557042,Timothy Edward Dawson,4,0,2,0,0,0,0,0
10205919677888809,Jacob Valdez,6,0,3,0,0,0,0,0
10209355122781131,Juani Cruz Gonzalez,4,0,2,0,0,0,0,0
1102024929861217,Luka Stanša,2,0,1,0,0,0,0,0
1003238733086576,Sara Friščić,2,0,1,0,0,0,0,0
1775651266003631,Franjo Horvat,2,0,1,0,0,0,0,0
908324075951217,Leon Puškadija,2,0,1,0,0,0,0,0
539052219590206,Dominik Horvat,2,0,1,0,0,0,0,0
806058092859456,Franjo Hokman,2,0,1,0,0,0,0,0
1126884303997696,Saša,2,0,1,0,0,0,0,0
982636315154307,Rebecca Vincek,2,0,1,0,0,0,0,0
1156162687750953,Barbara Cindori,2,0,1,0,0,0,0,0
539188196254275,Tanya Bezuidenhout,2,0,1,0,0,0,0,0
1176244812409390,Ludwig De Bruin,2,0,1,0,0,0,0,0
10153581826982263,Marietjie Naude,2,0,1,0,0,0,0,0
999336980151590,Chané Booysen,2,0,1,0,0,0,0,0
1732103673740684,Oussama DG,5,1,0,0,0,0,0,0
10104887043851749,Ryan Shinji Murray,8,0,4,0,0,0,0,0
467734580077691,Ty Tang,168,6,5,11,0,18,15,11
955528307844567,Yasser Hassani,2,0,1,0,0,0,0,0
962710990457420,Jarvis Simpson,2,0,1,0,0,0,0,0
1237278822956820,Elias Kraft,4,0,2,0,0,0,0,0
1249514428401725,Paweł Przyborowski,2,0,1,0,0,0,0,0
1008278285929187,Marc Bongwald,2,0,1,0,0,0,0,0
10207584716989616,Jim Rogers,2,0,1,0,0,0,0,0
1015050951915372,Ricardo Rivas,2,0,1,0,0,0,0,0
527652114089291,Nebaa Zverr,2,0,1,0,0,0,0,0
1099384546770528,Arturas Arturass,2,0,1,0,0,0,0,0
542809875871294,Jordan O'Riordan,2,0,1,0,0,0,0,0
10209514604284716,Emily Harrell,2,0,1,0,0,0,0,0
969090029814002,Jordan Burke,2,0,1,0,0,0,0,0
914093438659682,Johannes Riuttanen,2,0,1,0,0,0,0,0
10153591892388576,Ho Man Wong,2,0,1,0,0,0,0,0
10153833079614681,Åsa Magnusson,2,0,1,0,0,0,0,0
10205288005860577,Nicklas Koz,2,0,1,0,0,0,0,0
984570878260588,Pedja Petkovic,2,0,1,0,0,0,0,0
10207702620757444,Khristian Fernandez de Haro,2,0,1,0,0,0,0,0
988194184605024,Ffin Ryan-Morgan,2,0,1,0,0,0,0,0
462584013929156,Wiet Bisselink,2,0,1,0,0,0,0,0
10207135323114592,Robin Bähre,2,0,1,0,0,0,0,0
1792525580969601,Elissa Sorenson,2,0,1,0,0,0,0,0
10206192489510891,Mohamed Yassine Frej,2,0,1,0,0,0,0,0
10206577133162370,Nathan Woodrow,2,0,1,0,0,0,0,0
10154856953119899,Cathy Condie,2,0,1,0,0,0,0,0
10206291890274075,Jeremiah Bautista,2,0,1,0,0,0,0,0
1802722819947530,Nigel Schermer,2,0,1,0,0,0,0,0
1144040252294468,Charlie Gifford,2,0,1,0,0,0,0,0
1326370837376580,Brent Alvey,2,0,1,0,0,0,0,0
705773929564639,Gabrielius Lapinskas,2,0,1,0,0,0,0,0
1102457049799765,Laimonas Barbaravičius,2,0,1,0,0,0,0,0
10206068377841746,Rayan Lam,2,0,1,0,0,0,0,0
1700020870276830,Yulian Pereverzev,2,0,1,0,0,0,0,0
1038929312866488,Kuba Jasiński,2,0,1,0,0,0,0,0
10206048580761685,Lori Anderson,2,0,1,0,0,0,0,0
10208152543164885,Rick Nielsen,2,0,1,0,0,0,0,0
825519744218532,Abdulrhman Al-Nomaie,8,0,4,0,0,0,0,0
979545475441172,Angel Velasco,2,0,1,0,0,0,0,0
10154143914316102,Rod Grossman,2,0,1,0,0,0,0,0
1106493359392239,Neda Jovanovic,2,0,1,0,0,0,0,0
1081409731902900,Ивана Шмакић,2,0,1,0,0,0,0,0
10205878164141978,Isarrah Noël,2,0,1,0,0,0,0,0
1007378246013043,Lavlyn Rose,2,0,1,0,0,0,0,0
10207804808450892,Daniella Tobin Liber,2,0,1,0,0,0,0,0
1914945612064655,Sabrina Flynn,2,0,1,0,0,0,0,0
875355685910957,Beser Sancar,2,0,1,0,0,0,0,0
809068109203796,Patricia Far Mac,2,0,1,0,0,0,0,0
1197188273627719,Aleksi Kristian Jussila,2,0,1,0,0,0,0,0
845558848924216,Adam Paciej,2,0,1,0,0,0,0,0
993602160724771,Улсын Нийслэл Улаанбаатар,2,0,1,0,0,0,0,0
814306385367577,Joanna Chojnacka,2,0,1,0,0,0,0,0
1071325639581155,Konrad Kondi Prokopiak,2,0,1,0,0,0,0,0
1294561317224168,Oliver Reynolds,2,0,1,0,0,0,0,0
481343162068495,Dennis Meier,2,0,1,0,0,0,0,0
1752660241614056,Noel Kanitsch,2,0,1,0,0,0,0,0
10209741184030333,An Lu,2,0,1,0,0,0,0,0
10208307081464274,Mimi Bates,2,0,1,0,0,0,0,0
10208261038631792,Natalie Vichaidit,2,0,1,0,0,0,0,0
1276902929008236,Filip Zivanovic,2,0,1,0,0,0,0,0
10153211920707816,Maria Ladylyn Buenaventura,2,0,1,0,0,0,0,0
984496838260378,Valerij Macol,2,0,1,0,0,0,0,0
1781279035482349,Maciej Chyliński,4,0,2,0,0,0,0,0
1678672065713020,Nikki Perri,2,0,1,0,0,0,0,0
910343949083431,Wiley Becker,2,0,1,0,0,0,0,0
1137618396300348,Martina Ballabio,2,0,1,0,0,0,0,0
723946897739854,Simone Barlaam,2,0,1,0,0,0,0,0
466243243550847,Riccardo Sampaolesi,2,0,1,0,0,0,0,0
1706119219643575,Federico Morelli,2,0,1,0,0,0,0,0
1165929130085400,Devereaux Cates,2,0,1,0,0,0,0,0
844347769043373,Taro Kashiwabara,2,0,1,0,0,0,0,0
978189922288937,Sofiana Safi,2,0,1,0,0,0,0,0
10154064824855097,Lisa Dowdall,2,0,1,0,0,0,0,0
621257624707192,Nikulas Peterson,2,0,1,0,0,0,0,0
10209465718903858,Caroline Martin,2,0,1,0,0,0,0,0
10206599982610754,Cassie Navarro Kohrt,2,0,1,0,0,0,0,0
993690440649790,Elias Kinnunen,6,0,3,0,0,0,0,0
10205665862154058,Michael Lambert,2,0,1,0,0,0,0,0
10154443233196393,Jason Xiaolin Showdown,2,0,1,0,0,0,0,0
10154751877943222,Marco Asperas,29,0,3,4,0,0,0,11
641057946042766,Goddoao Iyga,2,0,1,0,0,0,0,0
1190866347598940,Jamon Oneal,26,0,13,0,0,0,0,0
10206451839394920,Gabriel Alejandro Cárdenas Amado,14,0,7,0,0,0,0,0
10102873628417714,Jolene Worley,4,0,2,0,0,0,0,0
853686968094502,Äria Amir,2,0,1,0,0,0,0,0
723901544413693,Eden Aronbayev,4,0,2,0,0,0,0,0
1235861386443852,Quinlan Huff,16,0,8,0,0,0,0,0
1015171888560914,Thomas Huting,4,0,2,0,0,0,0,0
10153904619820774,Louis B. Rios,4,0,2,0,0,0,0,0
10205002396249526,Kai Pelekai,4,0,2,0,0,0,0,0
1110853192279627,David Lopez,10,0,5,0,0,0,0,0
10153500784133015,Clive Rudd,4,0,2,0,0,0,0,0
614735112014063,Theresa Kink,2,0,1,0,0,0,0,0
987931074619352,Silas Le Wuruhi,26,0,13,0,0,0,0,0
1313267045356754,Anthony Estrella,26,0,13,0,0,0,0,0
917547631627804,Jamie Prewett,6,0,3,0,0,0,0,0
953545204715199,Tito Mendoza,18,0,9,0,0,0,0,0
10100925757272368,Barnaby Xaphakdy,2,0,1,0,0,0,0,0
981308221916886,Александар Новаковић,2,0,1,0,0,0,0,0
1717209735202407,Sławomir Makaron,2,0,1,0,0,0,0,0
1044351498934982,Elberth Corniel Caceres,28,4,3,0,0,0,1,0
1721294698148965,undefined,4,0,2,0,0,0,0,0
1244520748910371,ניצן נחום,6,0,3,0,0,0,0,0
10209511215002721,David Steven Diaz Castro,18,0,9,0,0,0,0,0
10154092531014819,Vladimir Kasyanov,18,0,9,0,0,0,0,0
1756390931247054,Paras Mani,6,0,3,0,0,0,0,0
10208008243397932,Hezekiah Merchant,14,1,0,0,0,1,3,0
852550834890891,Wadhah Dahouathi,5,0,1,1,0,0,0,0
1588813091429225,قناص المدينة,2,0,1,0,0,0,0,0
1654945858076687,Μακης Ρς.,91,2,0,0,0,9,27,0
500891920025573,Parkour Damascus University,4,0,2,0,0,0,0,0
10204936063761941,undefined,2,0,1,0,0,0,0,0
244326005955051,이도영,4,0,2,0,0,0,0,0
10153676720788001,undefined,2,0,1,0,0,0,0,0
1017721661646231,Sergio Adrian,64,0,30,1,0,0,0,1
1090907907595967,Batuhan Cavlak,12,0,6,0,0,0,0,0
975260259194583,undefined,2,0,1,0,0,0,0,0
874366605977370,Giedrius Jakimonis,4,0,2,0,0,0,0,0
499807380217227,Jhon Michael Cuer,8,0,1,2,0,0,0,0
1723855407860008,James Guerin,9,0,3,1,0,0,0,0
162622457465540,Omar Achouak,17,1,4,0,0,0,2,0
930238980408209,Kuldeep Rawat,4,0,2,0,0,0,0,0
10154087109334710,Chris DeVera,4,0,2,0,0,0,0,0
1698640607070685,ÇhăRaf Eddîņě KhăLààtîî,9,1,2,0,0,0,0,0
930209557091981,Eric Apenteng,2,0,1,0,0,0,0,0
10154159892898817,Ajmeer Mohamed,21,0,0,6,0,0,0,3
757394134394816,Taha Moustakkou,2,0,1,0,0,0,0,0
10154561762079057,Alyssa Ritts,2,0,1,0,0,0,0,0
723256117778724,Adam Raphael,2,0,1,0,0,0,0,0
10208057055414516,Stanley Fisher Wolf,2,0,1,0,0,0,0,0
1681504452103696,Nicolai Schøller,2,0,1,0,0,0,0,0
949908711732346,Jordan Skinner,12,0,6,0,0,0,0,0
589848401179874,Anâ Mhî Plâ,14,0,7,0,0,0,0,0
1172602092751513,Harvey Gray Robinson,20,0,4,4,0,0,0,0
10205226902465985,Guillem Rodriguez de Mas,4,0,2,0,0,0,0,0
10153957365610516,Albert Leung,36,1,13,1,0,0,0,2
1901785920048240,Cheech Vitale,6,0,3,0,0,0,0,0
1101330859924223,Mike Reed,6,0,3,0,0,0,0,0
1287327007961724,Marek Skupień,2,0,1,0,0,0,0,0
1765740100323720,LC Chhangte,2,0,1,0,0,0,0,0
597034960459955,Ella Bellony,2,0,1,0,0,0,0,0
10208198501218447,Ellie Porter,2,0,1,0,0,0,0,0
622613427897775,Michelle Quirke,8,0,4,0,0,0,0,0
581481462027749,Irene Broom,2,0,1,0,0,0,0,0
10209172955503209,Drew Molnar,2,0,1,0,0,0,0,0
967166796732561,Samantha Graham,2,0,1,0,0,0,0,0
1745559722340942,Belle Wong,2,0,1,0,0,0,0,0
1417374354955286,Rex James,46,1,5,1,1,5,4,1
936768123076854,Eric Cho,2,0,1,0,0,0,0,0
1162787243745221,Paetyn O'Connor,2,0,1,0,0,0,0,0
716366995171727,Axel Valverde,4,0,2,0,0,0,0,0
1917210575171924,Walid Dido,8,0,4,0,0,0,0,0
1686144704983155,Charlie Bell,2,0,1,0,0,0,0,0
1164410140260422,Mark Mapother,2,0,1,0,0,0,0,0
10206902918266595,Maddie McPhee,2,0,1,0,0,0,0,0
10206764111849910,Kyle Moran,2,0,1,0,0,0,0,0
1705259419761938,Barış Ararat,2,0,1,0,0,0,0,0
10208525510129161,Sue Murray,2,0,1,0,0,0,0,0
1041405112619376,Roma  Lisenok,8,0,4,0,0,0,0,0
1160686823976026,Mareen DeMaio,6,0,3,0,0,0,0,0
1086048044747422,Alex Cao,2,0,1,0,0,0,0,0
